"country_name","country_code","country","year","aquaculture_production_metric_tons","capture_fisheries_production_metric_tons","total_fisheries_production_metric_tons"
"Albania","ALB","Albania","1996",323,2126.2,2449.2
"Albania","ALB","Albania","1997",97,1013.8,1110.8
"Albania","ALB","Albania","1998",124,2683.5,2807.5
"Albania","ALB","Albania","1999",310,2747.9,3057.9
"Albania","ALB","Albania","2000",307,3328,3635
"Albania","ALB","Albania","2001",286,3311.2,3597.2
"Albania","ALB","Albania","2002",860,3656.8,4516.8
"Albania","ALB","Albania","2003",1473,2801.6,4274.6
"Albania","ALB","Albania","2004",1569,4549.5,6118.5
"Albania","ALB","Albania","2005",1473,5000,6473
"Albania","ALB","Albania","2006",2057,5652.3,7709.3
"Albania","ALB","Albania","2007",2092,5413.4,7505.4
"Albania","ALB","Albania","2008",2000,5365,7365
"Albania","ALB","Albania","2009",2317,5811,8128
"Albania","ALB","Albania","2010",2520,5132.2,7652.2
"Albania","ALB","Albania","2011",2345,4805.2,7150.2
"Albania","ALB","Albania","2012",3450,8605.2,12055.2
"Albania","ALB","Albania","2013",3700,8973.09,12673.09
"Albania","ALB","Albania","2014",4000,8705.05,12705.05
"Albania","ALB","Albania","2015",3495,7855.1,11350.1
"Albania","ALB","Albania","2016",4750,7862.09,12612.09
"Albania","ALB","Albania","2017",4430,8563.2,12993.2
"Albania","ALB","Albania","2018",6258,8648.3,14906.3
"Albania","ALB","Albania","2019",6300,8711.5,15011.5
"Albania","ALB","Albania","2020",9084,7627.16,16711.16
"Albania","ALB","Albania","2021",8641,9641.5,18282.5
"Algeria","DZA","Algeria","1996",322,81995.8,82317.8
"Algeria","DZA","Algeria","1997",322,91585.4,91907.4
"Algeria","DZA","Algeria","1998",283,92337,92620
"Algeria","DZA","Algeria","1999",250,102399,102649
"Algeria","DZA","Algeria","2000",351,113159.9,113510.9
"Algeria","DZA","Algeria","2001",454,133628,134082
"Algeria","DZA","Algeria","2002",476,134324.8,134800.8
"Algeria","DZA","Algeria","2003",417,140959,141376
"Algeria","DZA","Algeria","2004",586,113464.2,114050.2
"Algeria","DZA","Algeria","2005",368,126260.3,126628.3
"Algeria","DZA","Algeria","2006",288,145763.8,146051.8
"Algeria","DZA","Algeria","2007",405,147363.13,147768.13
"Algeria","DZA","Algeria","2008",2779.91,138862.43,141642.34
"Algeria","DZA","Algeria","2009",2163.23,127777,129940.23
"Algeria","DZA","Algeria","2010",1758.75,93464,95222.75
"Algeria","DZA","Algeria","2011",2245.77,101814.86,104060.63
"Algeria","DZA","Algeria","2012",2644,105543.4,108187.4
"Algeria","DZA","Algeria","2013",2192.75,100973.14,103165.89
"Algeria","DZA","Algeria","2014",2479.89,97683.17,100163.06
"Algeria","DZA","Algeria","2015",1332.29,95798.9,97131.19
"Algeria","DZA","Algeria","2016",1959.59,100004.86,101964.45
"Algeria","DZA","Algeria","2017",4467.31,103875.32,108342.63
"Algeria","DZA","Algeria","2018",5108.42,115057.99,120166.41
"Algeria","DZA","Algeria","2019",4835.47,100553.1,105388.57
"Algeria","DZA","Algeria","2020",5435.99,71518.72,76954.71
"Algeria","DZA","Algeria","2021",4779.29,79200,83979.29
"Angola","AGO","Angola","1996",0,137815,137815
"Angola","AGO","Angola","1997",0,146304,146304
"Angola","AGO","Angola","1998",0,163149,163149
"Angola","AGO","Angola","1999",0,175799,175799
"Angola","AGO","Angola","2000",5,239351,239356
"Angola","AGO","Angola","2001",11,254553,254564
"Angola","AGO","Angola","2002",51,255443,255494
"Angola","AGO","Angola","2003",72,212033,212105
"Angola","AGO","Angola","2004",92,240002,240094
"Angola","AGO","Angola","2005",126,202616,202742
"Angola","AGO","Angola","2006",156,225741,225897
"Angola","AGO","Angola","2007",190,306436,306626
"Angola","AGO","Angola","2008",190,305860,306050
"Angola","AGO","Angola","2009",260,272042,272302
"Angola","AGO","Angola","2010",310,310000,310310
"Angola","AGO","Angola","2011",310,342000,342310
"Angola","AGO","Angola","2012",310,374000,374310
"Angola","AGO","Angola","2013",57,407000,407057
"Angola","AGO","Angola","2014",305,442084,442389
"Angola","AGO","Angola","2015",872,495232,496104
"Angola","AGO","Angola","2016",655,486490,487145
"Angola","AGO","Angola","2017",1339,531575,532914
"Angola","AGO","Angola","2018",1762,443066,444828
"Angola","AGO","Angola","2019",1934,399762,401696
"Angola","AGO","Angola","2020",2062,375345,377407
"Angola","AGO","Angola","2021",2808,528964,531772
"Antigua and Barbuda","ATG","Antigua & Barbuda","1996",5,1434,1439
"Antigua and Barbuda","ATG","Antigua & Barbuda","1997",5,1639,1644
"Antigua and Barbuda","ATG","Antigua & Barbuda","1998",5,1675,1680
"Antigua and Barbuda","ATG","Antigua & Barbuda","1999",5,1626,1631
"Antigua and Barbuda","ATG","Antigua & Barbuda","2000",5,1723,1728
"Antigua and Barbuda","ATG","Antigua & Barbuda","2001",5,1797,1802
"Antigua and Barbuda","ATG","Antigua & Barbuda","2002",5,2343,2348
"Antigua and Barbuda","ATG","Antigua & Barbuda","2003",5,2541,2546
"Antigua and Barbuda","ATG","Antigua & Barbuda","2004",5,2473,2478
"Antigua and Barbuda","ATG","Antigua & Barbuda","2005",5,2948,2953
"Antigua and Barbuda","ATG","Antigua & Barbuda","2006",5,3044,3049
"Antigua and Barbuda","ATG","Antigua & Barbuda","2007",5,3042,3047
"Antigua and Barbuda","ATG","Antigua & Barbuda","2008",8,3389,3397
"Antigua and Barbuda","ATG","Antigua & Barbuda","2009",8,2416,2424
"Antigua and Barbuda","ATG","Antigua & Barbuda","2010",8,2219,2227
"Antigua and Barbuda","ATG","Antigua & Barbuda","2011",12,3055,3067
"Antigua and Barbuda","ATG","Antigua & Barbuda","2012",18,5951,5969
"Antigua and Barbuda","ATG","Antigua & Barbuda","2013",19,4605,4624
"Antigua and Barbuda","ATG","Antigua & Barbuda","2014",21,3114,3135
"Antigua and Barbuda","ATG","Antigua & Barbuda","2015",20,3165,3185
"Antigua and Barbuda","ATG","Antigua & Barbuda","2016",20,3165,3185
"Antigua and Barbuda","ATG","Antigua & Barbuda","2017",20,3165,3185
"Antigua and Barbuda","ATG","Antigua & Barbuda","2018",20,3165,3185
"Antigua and Barbuda","ATG","Antigua & Barbuda","2019",20,3165,3185
"Antigua and Barbuda","ATG","Antigua & Barbuda","2020",20,3115,3135
"Antigua and Barbuda","ATG","Antigua & Barbuda","2021",20,3205,3225
"Argentina","ARG","Argentina","1996",1322,1290065,1291387
"Argentina","ARG","Argentina","1997",1314,1389550,1390864
"Argentina","ARG","Argentina","1998",1040,1165389,1166429
"Argentina","ARG","Argentina","1999",1218,1086926,1088144
"Argentina","ARG","Argentina","2000",1784,921800,923584
"Argentina","ARG","Argentina","2001",1340,931081,932421
"Argentina","ARG","Argentina","2002",1457,946185,947642
"Argentina","ARG","Argentina","2003",1647,910200,911847
"Argentina","ARG","Argentina","2004",1848,944846,946694
"Argentina","ARG","Argentina","2005",2057,929937,931994
"Argentina","ARG","Argentina","2006",2528,1171980,1174508
"Argentina","ARG","Argentina","2007",2957,985409,988366
"Argentina","ARG","Argentina","2008",2700,995083,997783
"Argentina","ARG","Argentina","2009",2582.95,861974,864556.95
"Argentina","ARG","Argentina","2010",2654.35,811749,814403.35
"Argentina","ARG","Argentina","2011",3193.25,793308,796501.25
"Argentina","ARG","Argentina","2012",2958.42,738060,741018.42
"Argentina","ARG","Argentina","2013",3825.12,870705,874530.12
"Argentina","ARG","Argentina","2014",4002.71,829935,833937.71
"Argentina","ARG","Argentina","2015",3662.65,814300,817962.65
"Argentina","ARG","Argentina","2016",3673.48,755226,758899.48
"Argentina","ARG","Argentina","2017",3567.76,835061,838628.76
"Argentina","ARG","Argentina","2018",3205.31,835387,838592.31
"Argentina","ARG","Argentina","2019",2592.19,826095,828687.19
"Argentina","ARG","Argentina","2020",2084.5,837589.49,839673.99
"Argentina","ARG","Argentina","2021",3687,852565.8,856252.8
"Australia","AUS","Australia","1996",25323,220000,245323
"Australia","AUS","Australia","1997",26543,220461,247004
"Australia","AUS","Australia","1998",24570,228009.44,252579.44
"Australia","AUS","Australia","1999",29601,239333,268934
"Australia","AUS","Australia","2000",32083,206380,238463
"Australia","AUS","Australia","2001",35883,205227,241110
"Australia","AUS","Australia","2002",38908.04,207516,246424.04
"Australia","AUS","Australia","2003",39927.4,224550.23,264477.63
"Australia","AUS","Australia","2004",45083,243559.05,288642.05
"Australia","AUS","Australia","2005",44852,250986.28,295838.28
"Australia","AUS","Australia","2006",51649.48,212900,264549.48
"Australia","AUS","Australia","2007",57936.12,190499.31,248435.43
"Australia","AUS","Australia","2008",60804.08,183642.7,244446.78
"Australia","AUS","Australia","2009",71672.16,179100.49,250772.65
"Australia","AUS","Australia","2010",75678.85,181106.4,256785.25
"Australia","AUS","Australia","2011",76662.49,177034.68,253697.17
"Australia","AUS","Australia","2012",81832.82,167631.31,249464.13
"Australia","AUS","Australia","2013",80061.47,160248.53,240310
"Australia","AUS","Australia","2014",73177.49,150778.96,223956.45
"Australia","AUS","Australia","2015",83074.9,151861.12,234936.02
"Australia","AUS","Australia","2016",91596.9,172901.49,264498.39
"Australia","AUS","Australia","2017",85335.49,164975.92,250311.41
"Australia","AUS","Australia","2018",96131.7,171467.13,267598.83
"Australia","AUS","Australia","2019",90879.89,166483.64,257363.53
"Australia","AUS","Australia","2020",102674.89,176602.57,279277.46
"Australia","AUS","Australia","2021",126206.33,171026.48,297232.81
"Bahamas, The","BHS","Bahamas","1996",1,14099.15,14100.15
"Bahamas, The","BHS","Bahamas","1997",1,14719.59,14720.59
"Bahamas, The","BHS","Bahamas","1998",1,14577.69,14578.69
"Bahamas, The","BHS","Bahamas","1999",1,13667,13668
"Bahamas, The","BHS","Bahamas","2000",2,15527,15529
"Bahamas, The","BHS","Bahamas","2001",13,13671,13684
"Bahamas, The","BHS","Bahamas","2002",25,15675,15700
"Bahamas, The","BHS","Bahamas","2003",52,16724,16776
"Bahamas, The","BHS","Bahamas","2004",30,15164,15194
"Bahamas, The","BHS","Bahamas","2005",85,15555,15640
"Bahamas, The","BHS","Bahamas","2006",52,16242,16294
"Bahamas, The","BHS","Bahamas","2007",30,10912,10942
"Bahamas, The","BHS","Bahamas","2008",20,14813,14833
"Bahamas, The","BHS","Bahamas","2009",17,13809.83,13826.83
"Bahamas, The","BHS","Bahamas","2010",1,16342.44,16343.44
"Bahamas, The","BHS","Bahamas","2011",1,15313,15314
"Bahamas, The","BHS","Bahamas","2012",1,16756.83,16757.83
"Bahamas, The","BHS","Bahamas","2013",1,12765,12766
"Bahamas, The","BHS","Bahamas","2014",9.35,11878.22,11887.57
"Bahamas, The","BHS","Bahamas","2015",9.33,11307.29,11316.62
"Bahamas, The","BHS","Bahamas","2016",9,11625,11634
"Bahamas, The","BHS","Bahamas","2017",6,11479.94,11485.94
"Bahamas, The","BHS","Bahamas","2018",6.84,10998.69,11005.53
"Bahamas, The","BHS","Bahamas","2019",6,10145.91,10151.91
"Bahamas, The","BHS","Bahamas","2020",6,7433.16,7439.16
"Bahamas, The","BHS","Bahamas","2021",0,8704.85,8704.85
"Bahrain","BHR","Bahrain","1996",3,12940,12943
"Bahrain","BHR","Bahrain","1997",0,10050,10050
"Bahrain","BHR","Bahrain","1998",1,9849,9850
"Bahrain","BHR","Bahrain","1999",3,10620,10623
"Bahrain","BHR","Bahrain","2000",12,11718,11730
"Bahrain","BHR","Bahrain","2001",0,11230,11230
"Bahrain","BHR","Bahrain","2002",3,11204,11207
"Bahrain","BHR","Bahrain","2003",4,13638,13642
"Bahrain","BHR","Bahrain","2004",8,14489,14497
"Bahrain","BHR","Bahrain","2005",3,11855,11858
"Bahrain","BHR","Bahrain","2006",2,15593,15595
"Bahrain","BHR","Bahrain","2007",1,15013,15014
"Bahrain","BHR","Bahrain","2008",2,14176,14178
"Bahrain","BHR","Bahrain","2009",2,16356,16358
"Bahrain","BHR","Bahrain","2010",3.19,13490,13493.19
"Bahrain","BHR","Bahrain","2011",3.42,9915,9918.42
"Bahrain","BHR","Bahrain","2012",1.72,27091,27092.72
"Bahrain","BHR","Bahrain","2013",0,14976,14976
"Bahrain","BHR","Bahrain","2014",5.7,15854,15859.7
"Bahrain","BHR","Bahrain","2015",6,15540,15546
"Bahrain","BHR","Bahrain","2016",14.21,15000,15014.21
"Bahrain","BHR","Bahrain","2017",10.5,15000,15010.5
"Bahrain","BHR","Bahrain","2018",10.5,15000,15010.5
"Bahrain","BHR","Bahrain","2019",10.5,14850,14860.5
"Bahrain","BHR","Bahrain","2020",15.5,14414,14429.5
"Bahrain","BHR","Bahrain","2021",15.5,15720,15735.5
"Bangladesh","BGD","Bangladesh","1996",379087,814787,1193874
"Bangladesh","BGD","Bangladesh","1997",485864,829426,1315290
"Bangladesh","BGD","Bangladesh","1998",574812,839141,1413953
"Bangladesh","BGD","Bangladesh","1999",593202,959215,1552417
"Bangladesh","BGD","Bangladesh","2000",657120,1004264,1661384
"Bangladesh","BGD","Bangladesh","2001",712640,1068417,1781057
"Bangladesh","BGD","Bangladesh","2002",786604,1103855,1890459
"Bangladesh","BGD","Bangladesh","2003",856956,1141241,1998197
"Bangladesh","BGD","Bangladesh","2004",914752,1187274,2102026
"Bangladesh","BGD","Bangladesh","2005",882091,1333866,2215957
"Bangladesh","BGD","Bangladesh","2006",892049,1436496,2328545
"Bangladesh","BGD","Bangladesh","2007",945812,1494199,2440011
"Bangladesh","BGD","Bangladesh","2008",1005542,1557754,2563296
"Bangladesh","BGD","Bangladesh","2009",1064285,1821579,2885864
"Bangladesh","BGD","Bangladesh","2010",1308515,1726586,3035101
"Bangladesh","BGD","Bangladesh","2011",1523759,1600918,3124677
"Bangladesh","BGD","Bangladesh","2012",1726066,1535715,3261781
"Bangladesh","BGD","Bangladesh","2013",1859808,1550446,3410254
"Bangladesh","BGD","Bangladesh","2014",1956925,1591190,3548115
"Bangladesh","BGD","Bangladesh","2015",2060408,1623837,3684245
"Bangladesh","BGD","Bangladesh","2016",2203554,1674770,3878324
"Bangladesh","BGD","Bangladesh","2017",2333352,1801084,4134436
"Bangladesh","BGD","Bangladesh","2018",2405416,1871225,4276641
"Bangladesh","BGD","Bangladesh","2019",2488600,1895619,4384219
"Bangladesh","BGD","Bangladesh","2020",2583866,1919505,4503371
"Bangladesh","BGD","Bangladesh","2021",2638745,1982482.99,4621227.99
"Barbados","BRB","Barbados","1996",0,3523,3523
"Barbados","BRB","Barbados","1997",0,2820,2820
"Barbados","BRB","Barbados","1998",0,3655,3655
"Barbados","BRB","Barbados","1999",0,3281,3281
"Barbados","BRB","Barbados","2000",0,3185,3185
"Barbados","BRB","Barbados","2001",0,2731,2731
"Barbados","BRB","Barbados","2002",0,2530,2530
"Barbados","BRB","Barbados","2003",0,2849,2849
"Barbados","BRB","Barbados","2004",0,2159,2159
"Barbados","BRB","Barbados","2005",0,2193,2193
"Barbados","BRB","Barbados","2006",2,1986,1988
"Barbados","BRB","Barbados","2007",2,2235,2237
"Barbados","BRB","Barbados","2008",2,3562,3564
"Barbados","BRB","Barbados","2009",2,3507,3509
"Barbados","BRB","Barbados","2010",2,3280,3282
"Barbados","BRB","Barbados","2011",10.5,1817.89,1828.39
"Barbados","BRB","Barbados","2012",10.5,1360.63,1371.13
"Barbados","BRB","Barbados","2013",14.5,2975.86,2990.36
"Barbados","BRB","Barbados","2014",20.5,2206.32,2226.82
"Barbados","BRB","Barbados","2015",20.5,1498.95,1519.45
"Barbados","BRB","Barbados","2016",25.5,1735.48,1760.98
"Barbados","BRB","Barbados","2017",25.5,1739.54,1765.04
"Barbados","BRB","Barbados","2018",25.5,1731.96,1757.46
"Barbados","BRB","Barbados","2019",25.5,874.74,900.24
"Barbados","BRB","Barbados","2020",25.5,1033.75,1059.25
"Barbados","BRB","Barbados","2021",25.5,846.57,872.07
"Belgium","BEL","Belgium","1996",946,30823,31769
"Belgium","BEL","Belgium","1997",846,30500,31346
"Belgium","BEL","Belgium","1998",846,30835,31681
"Belgium","BEL","Belgium","1999",1597,29876,31473
"Belgium","BEL","Belgium","2000",1871,29800,31671
"Belgium","BEL","Belgium","2001",1830,30209,32039
"Belgium","BEL","Belgium","2002",1834,29028,30862
"Belgium","BEL","Belgium","2003",1261,26831,28092
"Belgium","BEL","Belgium","2004",739,26735,27474
"Belgium","BEL","Belgium","2005",414,24567,24981
"Belgium","BEL","Belgium","2006",128,23019,23147
"Belgium","BEL","Belgium","2007",128,24541,24669
"Belgium","BEL","Belgium","2008",126,22609,22735
"Belgium","BEL","Belgium","2009",576,21722,22298
"Belgium","BEL","Belgium","2010",539,22418,22957
"Belgium","BEL","Belgium","2011",101,22477,22578
"Belgium","BEL","Belgium","2012",277,24659,24936
"Belgium","BEL","Belgium","2013",212,25662,25874
"Belgium","BEL","Belgium","2014",214,26793,27007
"Belgium","BEL","Belgium","2015",82,24721,24803
"Belgium","BEL","Belgium","2016",44,26970,27014
"Belgium","BEL","Belgium","2017",75,24649,24724
"Belgium","BEL","Belgium","2018",111,23005,23116
"Belgium","BEL","Belgium","2019",86,21350,21436
"Belgium","BEL","Belgium","2020",209,19953.8,20162.8
"Belgium","BEL","Belgium","2021",223,17937,18160
"Belize","BLZ","Belize","1996",1004,12168,13172
"Belize","BLZ","Belize","1997",1397,24788,26185
"Belize","BLZ","Belize","1998",1642,26600,28242
"Belize","BLZ","Belize","1999",3163,51827,54990
"Belize","BLZ","Belize","2000",3630,30322,33952
"Belize","BLZ","Belize","2001",4460,30746,35206
"Belize","BLZ","Belize","2002",4400,84360,88760
"Belize","BLZ","Belize","2003",10160,43358,53518
"Belize","BLZ","Belize","2004",11426,70046,81472
"Belize","BLZ","Belize","2005",11078,100507,111585
"Belize","BLZ","Belize","2006",7624,185773,193397
"Belize","BLZ","Belize","2007",3172,305645,308817
"Belize","BLZ","Belize","2008",4528,364274,368802
"Belize","BLZ","Belize","2009",5725,304217,309942
"Belize","BLZ","Belize","2010",7410.7,399928,407338.7
"Belize","BLZ","Belize","2011",5102,277494.29,282596.29
"Belize","BLZ","Belize","2012",5879.6,171943.25,177822.85
"Belize","BLZ","Belize","2013",7150,34703.6,41853.6
"Belize","BLZ","Belize","2014",7212.76,76201.19,83413.95
"Belize","BLZ","Belize","2015",4203,97524.25,101727.25
"Belize","BLZ","Belize","2016",1148,91424.52,92572.52
"Belize","BLZ","Belize","2017",563,121142.06,121705.06
"Belize","BLZ","Belize","2018",574,216956.04,217530.04
"Belize","BLZ","Belize","2019",575,213986.32,214561.32
"Belize","BLZ","Belize","2020",555,186899.16,187454.16
"Belize","BLZ","Belize","2021",605,191621.2,192226.2
"Benin","BEN","Benin","1996",0,42175,42175
"Benin","BEN","Benin","1997",0,43785,43785
"Benin","BEN","Benin","1998",0,42139,42139
"Benin","BEN","Benin","1999",0,40437,40437
"Benin","BEN","Benin","2000",0,32324,32324
"Benin","BEN","Benin","2001",0,38415,38415
"Benin","BEN","Benin","2002",7,40663,40670
"Benin","BEN","Benin","2003",7,41648,41655
"Benin","BEN","Benin","2004",7,39988,39995
"Benin","BEN","Benin","2005",350,31497,31847
"Benin","BEN","Benin","2006",415,41507,41922
"Benin","BEN","Benin","2007",298,36386,36684
"Benin","BEN","Benin","2008",333,37495,37828
"Benin","BEN","Benin","2009",428,38928,39356
"Benin","BEN","Benin","2010",484,39791,40275
"Benin","BEN","Benin","2011",520,38848,39368
"Benin","BEN","Benin","2012",620,40364,40984
"Benin","BEN","Benin","2013",787,42416,43203
"Benin","BEN","Benin","2014",1545,47583,49128
"Benin","BEN","Benin","2015",4579.66,36477,41056.66
"Benin","BEN","Benin","2016",4327,49806,54133
"Benin","BEN","Benin","2017",4649.66,48203,52852.66
"Benin","BEN","Benin","2018",5264.14,54959,60223.14
"Benin","BEN","Benin","2019",5892.45,73484.9,79377.35
"Benin","BEN","Benin","2020",3136.91,73965,77101.91
"Benin","BEN","Benin","2021",4150,74615,78765
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","1996",0,252,252
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","1997",0,253,253
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","1998",0,254,254
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","1999",0,255,255
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2000",0,255,255
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2001",0,255,255
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2002",4685,255,4940
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2003",6635,255,6890
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2004",6394,305,6699
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2005",7070,305,7375
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2006",7621,305,7926
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2007",7442,305,7747
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2008",7589,305,7894
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2009",7620,305,7925
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2010",7620,305,7925
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2011",4970.2,305,5275.2
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2012",3638.3,305,3943.3
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2013",2923.5,305,3228.5
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2014",3397,305,3702
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2015",4450.6,305,4755.6
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2016",4563.6,305,4868.6
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2017",3760.4,305,4065.4
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2018",3638.8,305,3943.8
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2019",3957.4,305,4262.4
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2020",3775.8,305,4080.8
"Bosnia and Herzegovina","BIH","Bosnia & Herzegovina","2021",3818.6,305,4123.6
"Brazil","BRA","Brazil","1996",77690,615482,693172
"Brazil","BRA","Brazil","1997",87676,644585,732261
"Brazil","BRA","Brazil","1998",103915,606789,710704
"Brazil","BRA","Brazil","1999",140657,603941,744598
"Brazil","BRA","Brazil","2000",172450,666846,839296
"Brazil","BRA","Brazil","2001",205568,730378,935946
"Brazil","BRA","Brazil","2002",247678,755582,1003260
"Brazil","BRA","Brazil","2003",273268,712144,985412
"Brazil","BRA","Brazil","2004",269699,746217,1015916
"Brazil","BRA","Brazil","2005",257784,750261,1008045
"Brazil","BRA","Brazil","2006",271697,779113,1050810
"Brazil","BRA","Brazil","2007",289048,783177,1072225
"Brazil","BRA","Brazil","2008",331553,791892,1123445
"Brazil","BRA","Brazil","2009",365127,825412,1190539
"Brazil","BRA","Brazil","2010",411777,785369,1197146
"Brazil","BRA","Brazil","2011",436084,760696,1196780
"Brazil","BRA","Brazil","2012",480880,818590.47,1299470.47
"Brazil","BRA","Brazil","2013",477634.46,770017.55,1247652.01
"Brazil","BRA","Brazil","2014",564221.57,773293.4,1337514.97
"Brazil","BRA","Brazil","2015",578372.92,710374.17,1288747.09
"Brazil","BRA","Brazil","2016",542982.01,718906.95,1261888.96
"Brazil","BRA","Brazil","2017",565196.44,719281,1284477.44
"Brazil","BRA","Brazil","2018",581637.72,717928.37,1299566.09
"Brazil","BRA","Brazil","2019",600600.1,727578.78,1328178.88
"Brazil","BRA","Brazil","2020",630500.2,724605.93,1355106.13
"Brazil","BRA","Brazil","2021",650356.29,760622.55,1410978.84
"Brunei Darussalam","BRN","Brunei","1996",119,5729,5848
"Brunei Darussalam","BRN","Brunei","1997",157,4521,4678
"Brunei Darussalam","BRN","Brunei","1998",172,5049,5221
"Brunei Darussalam","BRN","Brunei","1999",194,3186,3380
"Brunei Darussalam","BRN","Brunei","2000",113,2487,2600
"Brunei Darussalam","BRN","Brunei","2001",99,1597,1696
"Brunei Darussalam","BRN","Brunei","2002",157,2058,2215
"Brunei Darussalam","BRN","Brunei","2003",160,1789,1949
"Brunei Darussalam","BRN","Brunei","2004",709,1923,2632
"Brunei Darussalam","BRN","Brunei","2005",454,2709,3163
"Brunei Darussalam","BRN","Brunei","2006",475,2279,2754
"Brunei Darussalam","BRN","Brunei","2007",622,2550,3172
"Brunei Darussalam","BRN","Brunei","2008",473,2357,2830
"Brunei Darussalam","BRN","Brunei","2009",433,1958,2391
"Brunei Darussalam","BRN","Brunei","2010",499.98,2351,2850.98
"Brunei Darussalam","BRN","Brunei","2011",530,2154,2684
"Brunei Darussalam","BRN","Brunei","2012",550,4523,5073
"Brunei Darussalam","BRN","Brunei","2013",560.85,2826,3386.85
"Brunei Darussalam","BRN","Brunei","2014",711.07,3186,3897.07
"Brunei Darussalam","BRN","Brunei","2015",983.14,3370,4353.14
"Brunei Darussalam","BRN","Brunei","2016",947.63,13292,14239.63
"Brunei Darussalam","BRN","Brunei","2017",1632,11864,13496
"Brunei Darussalam","BRN","Brunei","2018",1245.99,13566,14811.99
"Brunei Darussalam","BRN","Brunei","2019",933.18,13690.39,14623.57
"Brunei Darussalam","BRN","Brunei","2020",3500.03,13091.04,16591.07
"Brunei Darussalam","BRN","Brunei","2021",4767.92,15295,20062.92
"Bulgaria","BGR","Bulgaria","1996",4727,8854,13581
"Bulgaria","BGR","Bulgaria","1997",5437,11237,16674
"Bulgaria","BGR","Bulgaria","1998",4252,18946,23198
"Bulgaria","BGR","Bulgaria","1999",7780,10556,18336
"Bulgaria","BGR","Bulgaria","2000",3654,8663,12317
"Bulgaria","BGR","Bulgaria","2001",2938,8674,11612
"Bulgaria","BGR","Bulgaria","2002",2308,15008,17316
"Bulgaria","BGR","Bulgaria","2003",4465,12035,16500
"Bulgaria","BGR","Bulgaria","2004",2489,8252,10741
"Bulgaria","BGR","Bulgaria","2005",3145,5434,8579
"Bulgaria","BGR","Bulgaria","2006",3257,7544,10801
"Bulgaria","BGR","Bulgaria","2007",4032,8903,12935
"Bulgaria","BGR","Bulgaria","2008",5157,8864,14021
"Bulgaria","BGR","Bulgaria","2009",6722.52,8978,15700.52
"Bulgaria","BGR","Bulgaria","2010",7920.63,10769,18689.63
"Bulgaria","BGR","Bulgaria","2011",5527.15,9623.26,15150.41
"Bulgaria","BGR","Bulgaria","2012",5975.06,9581.1,15556.16
"Bulgaria","BGR","Bulgaria","2013",12151.65,9669.93,21821.58
"Bulgaria","BGR","Bulgaria","2014",11171.79,8687.39,19859.18
"Bulgaria","BGR","Bulgaria","2015",13536.54,8828.73,22365.27
"Bulgaria","BGR","Bulgaria","2016",15762.16,8614.22,24376.38
"Bulgaria","BGR","Bulgaria","2017",15752.14,8559.04,24311.18
"Bulgaria","BGR","Bulgaria","2018",16341.82,8598.91,24940.73
"Bulgaria","BGR","Bulgaria","2019",16513.59,10329.65,26843.24
"Bulgaria","BGR","Bulgaria","2020",15051.79,6295.8,21347.59
"Bulgaria","BGR","Bulgaria","2021",15173.62,9009.27,24182.89
"Cabo Verde","CPV","Cape Verde","1996",0,9255,9255
"Cabo Verde","CPV","Cape Verde","1997",0,9705,9705
"Cabo Verde","CPV","Cape Verde","1998",0,9424,9424
"Cabo Verde","CPV","Cape Verde","1999",0,10360,10360
"Cabo Verde","CPV","Cape Verde","2000",0,10586,10586
"Cabo Verde","CPV","Cape Verde","2001",0,8676,8676
"Cabo Verde","CPV","Cape Verde","2002",0,8851,8851
"Cabo Verde","CPV","Cape Verde","2003",0,8136,8136
"Cabo Verde","CPV","Cape Verde","2004",0,11031,11031
"Cabo Verde","CPV","Cape Verde","2005",0,21931,21931
"Cabo Verde","CPV","Cape Verde","2006",0,19826,19826
